Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
942,-0.0474,13.4707,0.11836,9.374,10.247,10.795,11.098,11.581,11.92,12.439,13.471,14.592,15.234,15.686,16.381,16.849,17.773,19.482
943,-0.0475,13.4765,0.11838,9.377,10.251,10.799,11.102,11.586,11.925,12.444,13.477,14.599,15.241,15.693,16.388,16.857,17.781,19.492
944,-0.0477,13.4824,0.1184,9.381,10.255,10.804,11.107,11.591,11.93,12.449,13.482,14.605,15.248,15.7,16.396,16.865,17.79,19.502
945,-0.0478,13.4883,0.11842,9.384,10.259,10.808,11.111,11.595,11.935,12.455,13.488,14.612,15.255,15.707,16.404,16.873,17.799,19.512
946,-0.048,13.4941,0.11843,9.388,10.263,10.812,11.116,11.6,11.94,12.46,13.494,14.618,15.262,15.714,16.411,16.881,17.807,19.521
947,-0.0481,13.5,0.11845,9.392,10.267,10.817,11.12,11.605,11.945,12.465,13.5,14.625,15.269,15.722,16.419,16.889,17.816,19.531
948,-0.0483,13.5058,0.11847,9.395,10.271,10.821,11.125,11.61,11.95,12.471,13.506,14.632,15.276,15.729,16.427,16.897,17.824,19.541
949,-0.0484,13.5116,0.11849,9.399,10.275,10.825,11.129,11.614,11.954,12.476,13.512,14.638,15.283,15.736,16.434,16.905,17.833,19.55
950,-0.0486,13.5175,0.11851,9.403,10.279,10.83,11.134,11.619,11.959,12.481,13.518,14.645,15.29,15.743,16.442,16.913,17.842,19.56
951,-0.0487,13.5233,0.11853,9.406,10.283,10.834,11.138,11.624,11.964,12.486,13.523,14.651,15.297,15.751,16.45,16.921,17.85,19.57
952,-0.0489,13.5291,0.11855,9.41,10.287,10.838,11.143,11.629,11.969,12.491,13.529,14.658,15.304,15.758,16.457,16.929,17.859,19.58
953,-0.049,13.535,0.11857,9.413,10.291,10.843,11.147,11.633,11.974,12.497,13.535,14.664,15.311,15.765,16.465,16.937,17.868,19.59
954,-0.0491,13.5408,0.11859,9.417,10.295,10.847,11.151,11.638,11.979,12.502,13.541,14.671,15.317,15.772,16.473,16.945,17.876,19.6
955,-0.0493,13.5466,0.1186,9.421,10.299,10.851,11.156,11.643,11.984,12.507,13.547,14.677,15.324,15.779,16.48,16.953,17.884,19.609
956,-0.0494,13.5524,0.11862,9.424,10.303,10.856,11.161,11.648,11.989,12.512,13.552,14.684,15.331,15.786,16.488,16.961,17.893,19.619
957,-0.0496,13.5583,0.11864,9.428,10.308,10.86,11.165,11.653,11.994,12.518,13.558,14.69,15.338,15.794,16.496,16.969,17.902,19.629
958,-0.0497,13.5641,0.11866,9.431,10.311,10.864,11.17,11.657,11.999,12.523,13.564,14.697,15.345,15.801,16.503,16.977,17.91,19.639
959,-0.0499,13.5699,0.11868,9.435,10.316,10.869,11.174,11.662,12.004,12.528,13.57,14.703,15.352,15.808,16.511,16.985,17.919,19.648
960,-0.05,13.5757,0.1187,9.438,10.319,10.873,11.178,11.667,12.009,12.533,13.576,14.71,15.359,15.815,16.519,16.993,17.928,19.658
961,-0.0502,13.5815,0.11872,9.442,10.323,10.877,11.183,11.671,12.014,12.538,13.582,14.716,15.366,15.823,16.526,17.001,17.936,19.668
962,-0.0503,13.5873,0.11874,9.446,10.327,10.881,11.187,11.676,12.019,12.544,13.587,14.723,15.373,15.83,16.534,17.009,17.945,19.678
963,-0.0505,13.5931,0.11876,9.449,10.331,10.886,11.192,11.681,12.023,12.549,13.593,14.729,15.379,15.837,16.542,17.017,17.953,19.688
964,-0.0506,13.5989,0.11877,9.453,10.336,10.89,11.196,11.686,12.028,12.554,13.599,14.736,15.386,15.844,16.549,17.024,17.962,19.697
965,-0.0507,13.6047,0.11879,9.456,10.34,10.894,11.201,11.69,12.033,12.559,13.605,14.742,15.393,15.851,16.557,17.032,17.97,19.707
966,-0.0509,13.6105,0.11881,9.46,10.344,10.899,11.205,11.695,12.038,12.564,13.611,14.749,15.4,15.858,16.564,17.04,17.979,19.717
967,-0.051,13.6163,0.11883,9.464,10.348,10.903,11.21,11.7,12.043,12.57,13.616,14.755,15.407,15.866,16.572,17.048,17.987,19.726
968,-0.0512,13.622,0.11885,9.467,10.352,10.907,11.214,11.704,12.048,12.575,13.622,14.761,15.414,15.873,16.579,17.056,17.996,19.736
969,-0.0513,13.6278,0.11887,9.471,10.356,10.911,11.218,11.709,12.053,12.58,13.628,14.768,15.421,15.88,16.587,17.064,18.005,19.746
970,-0.0515,13.6336,0.11889,9.474,10.36,10.916,11.223,11.714,12.058,12.585,13.634,14.774,15.427,15.887,16.595,17.072,18.013,19.756
971,-0.0516,13.6394,0.11891,9.478,10.364,10.92,11.227,11.719,12.063,12.59,13.639,14.781,15.434,15.894,16.602,17.08,18.022,19.766
972,-0.0518,13.6452,0.11892,9.482,10.368,10.925,11.232,11.723,12.068,12.596,13.645,14.787,15.441,15.901,16.61,17.088,18.03,19.775
973,-0.0519,13.6509,0.11894,9.485,10.372,10.929,11.236,11.728,12.072,12.601,13.651,14.794,15.448,15.908,16.617,17.096,18.038,19.785
974,-0.052,13.6567,0.11896,9.489,10.376,10.933,11.241,11.733,12.077,12.606,13.657,14.8,15.455,15.915,16.625,17.103,18.047,19.794
975,-0.0522,13.6625,0.11898,9.492,10.38,10.937,11.245,11.737,12.082,12.611,13.663,14.807,15.462,15.923,16.633,17.111,18.056,19.804
976,-0.0523,13.6682,0.119,9.496,10.384,10.941,11.25,11.742,12.087,12.616,13.668,14.813,15.469,15.93,16.64,17.119,18.064,19.814
977,-0.0525,13.674,0.11902,9.499,10.388,10.946,11.254,11.747,12.092,12.621,13.674,14.819,15.475,15.937,16.648,17.127,18.073,19.824
978,-0.0526,13.6797,0.11904,9.503,10.391,10.95,11.258,11.751,12.097,12.626,13.68,14.826,15.482,15.944,16.655,17.135,18.081,19.834
979,-0.0528,13.6855,0.11906,9.506,10.395,10.954,11.263,11.756,12.102,12.632,13.686,14.832,15.489,15.951,16.663,17.143,18.09,19.844
980,-0.0529,13.6912,0.11907,9.51,10.4,10.959,11.267,11.761,12.107,12.637,13.691,14.839,15.496,15.958,16.67,17.151,18.098,19.853
981,-0.053,13.697,0.11909,9.513,10.404,10.963,11.272,11.765,12.111,12.642,13.697,14.845,15.503,15.965,16.678,17.159,18.107,19.862
982,-0.0532,13.7027,0.11911,9.517,10.407,10.967,11.276,11.77,12.116,12.647,13.703,14.852,15.509,15.972,16.685,17.167,18.115,19.872
983,-0.0533,13.7085,0.11913,9.52,10.411,10.971,11.281,11.775,12.121,12.652,13.709,14.858,15.516,15.98,16.693,17.174,18.124,19.882
984,-0.0535,13.7142,0.11915,9.524,10.415,10.976,11.285,11.779,12.126,12.657,13.714,14.864,15.523,15.987,16.701,17.182,18.132,19.892
985,-0.0536,13.7199,0.11917,9.527,10.419,10.98,11.289,11.784,12.131,12.662,13.72,14.871,15.53,15.994,16.708,17.19,18.141,19.901
986,-0.0538,13.7257,0.11919,9.531,10.423,10.984,11.294,11.789,12.136,12.668,13.726,14.877,15.537,16.001,16.716,17.198,18.149,19.911
987,-0.0539,13.7314,0.1192,9.535,10.427,10.988,11.298,11.794,12.141,12.673,13.731,14.884,15.543,16.008,16.723,17.206,18.157,19.92
988,-0.054,13.7371,0.11922,9.538,10.431,10.993,11.303,11.798,12.145,12.678,13.737,14.89,15.55,16.015,16.731,17.214,18.166,19.93
989,-0.0542,13.7429,0.11924,9.542,10.435,10.997,11.307,11.803,12.15,12.683,13.743,14.896,15.557,16.022,16.738,17.222,18.175,19.94
990,-0.0543,13.7486,0.11926,9.545,10.439,11.001,11.311,11.807,12.155,12.688,13.749,14.903,15.564,16.029,16.746,17.229,18.183,19.95
991,-0.0545,13.7543,0.11928,9.549,10.443,11.005,11.316,11.812,12.16,12.693,13.754,14.909,15.571,16.036,16.753,17.237,18.192,19.96
992,-0.0546,13.76,0.1193,9.552,10.447,11.009,11.32,11.817,12.165,12.698,13.76,14.916,15.578,16.043,16.761,17.245,18.2,19.969
993,-0.0548,13.7657,0.11932,9.556,10.451,11.014,11.324,11.821,12.169,12.703,13.766,14.922,15.584,16.05,16.769,17.253,18.209,19.979
994,-0.0549,13.7715,0.11933,9.559,10.455,11.018,11.329,11.826,12.174,12.709,13.772,14.928,15.591,16.057,16.776,17.261,18.217,19.988
995,-0.055,13.7772,0.11935,9.563,10.459,11.022,11.333,11.831,12.179,12.714,13.777,14.935,15.598,16.065,16.783,17.269,18.225,19.998
996,-0.0552,13.7829,0.11937,9.566,10.463,11.026,11.338,11.835,12.184,12.719,13.783,14.941,15.605,16.072,16.791,17.276,18.234,20.008
997,-0.0553,13.7886,0.11939,9.57,10.467,11.031,11.342,11.84,12.189,12.724,13.789,14.948,15.611,16.079,16.799,17.284,18.242,20.017
998,-0.0555,13.7943,0.11941,9.573,10.471,11.035,11.346,11.845,12.194,12.729,13.794,14.954,15.618,16.086,16.806,17.292,18.251,20.027
999,-0.0556,13.8,0.11943,9.577,10.475,11.039,11.351,11.849,12.198,12.734,13.8,14.96,15.625,16.093,16.814,17.3,18.259,20.037
1000,-0.0558,13.8057,0.11945,9.58,10.479,11.043,11.355,11.854,12.203,12.739,13.806,14.967,15.632,16.1,16.821,17.308,18.268,20.047
1001,-0.0559,13.8114,0.11946,9.584,10.483,11.048,11.36,11.859,12.208,12.745,13.811,14.973,15.639,16.107,16.829,17.315,18.276,20.056
1002,-0.056,13.8171,0.11948,9.587,10.487,11.052,11.364,11.863,12.213,12.75,13.817,14.979,15.645,16.114,16.836,17.323,18.284,20.065
1003,-0.0562,13.8228,0.1195,9.591,10.491,11.056,11.368,11.868,12.218,12.755,13.823,14.986,15.652,16.121,16.844,17.331,18.293,20.075
1004,-0.0563,13.8285,0.11952,9.594,10.494,11.06,11.373,11.872,12.223,12.76,13.829,14.992,15.659,16.128,16.851,17.339,18.301,20.085
1005,-0.0565,13.8341,0.11954,9.598,10.498,11.064,11.377,11.877,12.227,12.765,13.834,14.998,15.666,16.135,16.859,17.347,18.31,20.095
1006,-0.0566,13.8398,0.11956,9.601,10.502,11.068,11.381,11.882,12.232,12.77,13.84,15.005,15.672,16.142,16.866,17.355,18.318,20.104
1007,-0.0567,13.8455,0.11957,9.605,10.506,11.073,11.386,11.886,12.237,12.775,13.846,15.011,15.679,16.149,16.873,17.362,18.326,20.113
1008,-0.0569,13.8512,0.11959,9.608,10.51,11.077,11.39,11.891,12.242,12.78,13.851,15.018,15.686,16.156,16.881,17.37,18.335,20.123
1009,-0.057,13.8569,0.11961,9.612,10.514,11.081,11.395,11.896,12.247,12.785,13.857,15.024,15.693,16.163,16.889,17.378,18.343,20.133
1010,-0.0572,13.8625,0.11963,9.615,10.518,11.085,11.399,11.9,12.251,12.79,13.863,15.03,15.699,16.17,16.896,17.386,18.352,20.143
1011,-0.0573,13.8682,0.11965,9.619,10.522,11.09,11.403,11.905,12.256,12.795,13.868,15.037,15.706,16.177,16.904,17.394,18.36,20.152
1012,-0.0574,13.8739,0.11967,9.622,10.526,11.094,11.408,11.909,12.261,12.8,13.874,15.043,15.713,16.184,16.911,17.401,18.369,20.162
1013,-0.0576,13.8796,0.11968,9.626,10.53,11.098,11.412,11.914,12.266,12.806,13.88,15.049,15.72,16.191,16.918,17.409,18.377,20.171
1014,-0.0577,13.8852,0.1197,9.629,10.534,11.102,11.416,11.919,12.271,12.811,13.885,15.056,15.726,16.198,16.926,17.417,18.385,20.181
1015,-0.0579,13.8909,0.11972,9.633,10.538,11.106,11.421,11.923,12.275,12.816,13.891,15.062,15.733,16.205,16.933,17.425,18.394,20.191
1016,-0.058,13.8966,0.11974,9.636,10.541,11.111,11.425,11.928,12.28,12.821,13.897,15.068,15.74,16.213,16.941,17.432,18.402,20.2
1017,-0.0581,13.9022,0.11976,9.64,10.545,11.115,11.429,11.932,12.285,12.826,13.902,15.075,15.747,16.219,16.948,17.44,18.411,20.21
1018,-0.0583,13.9079,0.11978,9.643,10.549,11.119,11.434,11.937,12.29,12.831,13.908,15.081,15.753,16.227,16.956,17.448,18.419,20.22
1019,-0.0584,13.9135,0.11979,9.647,10.553,11.123,11.438,11.942,12.295,12.836,13.914,15.087,15.76,16.233,16.963,17.456,18.427,20.229
1020,-0.0586,13.9192,0.11981,9.65,10.557,11.127,11.442,11.946,12.299,12.841,13.919,15.094,15.767,16.24,16.971,17.463,18.436,20.238
1021,-0.0587,13.9248,0.11983,9.654,10.561,11.131,11.447,11.951,12.304,12.846,13.925,15.1,15.773,16.247,16.978,17.471,18.444,20.248
1022,-0.0588,13.9305,0.11985,9.657,10.565,11.136,11.451,11.955,12.309,12.851,13.931,15.106,15.78,16.255,16.986,17.479,18.453,20.258
1023,-0.059,13.9361,0.11987,9.661,10.569,11.14,11.455,11.96,12.314,12.856,13.936,15.113,15.787,16.262,16.993,17.487,18.461,20.267
1024,-0.0591,13.9418,0.11988,9.664,10.573,11.144,11.46,11.965,12.318,12.861,13.942,15.119,15.793,16.268,17,17.494,18.469,20.277
1025,-0.0593,13.9474,0.1199,9.668,10.577,11.148,11.464,11.969,12.323,12.866,13.947,15.125,15.8,16.275,17.008,17.502,18.478,20.286
1026,-0.0594,13.9531,0.11992,9.671,10.58,11.152,11.468,11.974,12.328,12.871,13.953,15.132,15.807,16.283,17.015,17.51,18.486,20.296
1027,-0.0595,13.9587,0.11994,9.674,10.584,11.156,11.473,11.978,12.333,12.876,13.959,15.138,15.814,16.289,17.023,17.518,18.494,20.306
1028,-0.0597,13.9644,0.11996,9.678,10.588,11.161,11.477,11.983,12.337,12.882,13.964,15.144,15.82,16.297,17.03,17.526,18.503,20.315
1029,-0.0598,13.97,0.11998,9.681,10.592,11.165,11.481,11.987,12.342,12.887,13.97,15.151,15.827,16.304,17.038,17.533,18.511,20.325
1030,-0.06,13.9756,0.11999,9.685,10.596,11.169,11.486,11.992,12.347,12.892,13.976,15.157,15.834,16.31,17.045,17.541,18.519,20.334
1031,-0.0601,13.9813,0.12001,9.688,10.6,11.173,11.49,11.997,12.352,12.897,13.981,15.163,15.841,16.317,17.053,17.549,18.528,20.344
1032,-0.0602,13.9869,0.12003,9.692,10.604,11.177,11.494,12.001,12.356,12.902,13.987,15.169,15.847,16.324,17.06,17.556,18.536,20.353
1033,-0.0604,13.9925,0.12005,9.695,10.608,11.181,11.499,12.006,12.361,12.907,13.993,15.176,15.854,16.331,17.067,17.564,18.545,20.363
1034,-0.0605,13.9982,0.12007,9.699,10.611,11.186,11.503,12.01,12.366,12.912,13.998,15.182,15.861,16.339,17.075,17.572,18.553,20.373
1035,-0.0607,14.0038,0.12008,9.702,10.616,11.19,11.507,12.015,12.371,12.917,14.004,15.188,15.867,16.345,17.082,17.58,18.561,20.382
1036,-0.0608,14.0094,0.1201,9.706,10.619,11.194,11.512,12.019,12.376,12.922,14.009,15.195,15.874,16.352,17.09,17.587,18.57,20.391
1037,-0.0609,14.015,0.12012,9.709,10.623,11.198,11.516,12.024,12.38,12.927,14.015,15.201,15.881,16.359,17.097,17.595,18.578,20.401
1038,-0.0611,14.0207,0.12014,9.713,10.627,11.202,11.52,12.029,12.385,12.932,14.021,15.207,15.887,16.366,17.105,17.603,18.587,20.411
1039,-0.0612,14.0263,0.12016,9.716,10.631,11.206,11.524,12.033,12.39,12.937,14.026,15.213,15.894,16.373,17.112,17.611,18.595,20.421
1040,-0.0613,14.0319,0.12017,9.72,10.635,11.211,11.529,12.038,12.395,12.942,14.032,15.22,15.901,16.38,17.119,17.618,18.603,20.429
1041,-0.0615,14.0375,0.12019,9.723,10.639,11.215,11.533,12.042,12.399,12.947,14.038,15.226,15.907,16.387,17.127,17.626,18.611,20.439
1042,-0.0616,14.0431,0.12021,9.726,10.643,11.219,11.537,12.047,12.404,12.952,14.043,15.232,15.914,16.394,17.134,17.634,18.62,20.449
1043,-0.0618,14.0488,0.12023,9.73,10.646,11.223,11.542,12.051,12.409,12.957,14.049,15.239,15.921,16.401,17.142,17.642,18.628,20.459
1044,-0.0619,14.0544,0.12025,9.733,10.65,11.227,11.546,12.056,12.413,12.962,14.054,15.245,15.928,16.408,17.149,17.649,18.637,20.468
1045,-0.062,14.06,0.12026,9.737,10.654,11.231,11.55,12.061,12.418,12.967,14.06,15.251,15.934,16.415,17.156,17.657,18.645,20.477
1046,-0.0622,14.0656,0.12028,9.74,10.658,11.236,11.555,12.065,12.423,12.972,14.066,15.257,15.941,16.422,17.164,17.665,18.653,20.487
1047,-0.0623,14.0712,0.1203,9.744,10.662,11.24,11.559,12.07,12.428,12.977,14.071,15.264,15.947,16.429,17.171,17.672,18.661,20.497
1048,-0.0624,14.0768,0.12032,9.747,10.666,11.244,11.563,12.074,12.432,12.982,14.077,15.27,15.954,16.436,17.179,17.68,18.67,20.506
1049,-0.0626,14.0824,0.12033,9.751,10.67,11.248,11.568,12.079,12.437,12.987,14.082,15.276,15.961,16.443,17.186,17.688,18.678,20.515
1050,-0.0627,14.088,0.12035,9.754,10.674,11.252,11.572,12.083,12.442,12.992,14.088,15.282,15.967,16.45,17.193,17.695,18.686,20.525
1051,-0.0629,14.0936,0.12037,9.757,10.677,11.256,11.576,12.088,12.447,12.997,14.094,15.289,15.974,16.457,17.201,17.703,18.695,20.535
1052,-0.063,14.0992,0.12039,9.761,10.681,11.26,11.58,12.092,12.451,13.002,14.099,15.295,15.981,16.464,17.208,17.711,18.703,20.544
1053,-0.0631,14.1048,0.12041,9.764,10.685,11.264,11.585,12.097,12.456,13.007,14.105,15.301,15.987,16.471,17.216,17.719,18.711,20.554
1054,-0.0633,14.1104,0.12042,9.768,10.689,11.269,11.589,12.102,12.461,13.012,14.11,15.308,15.994,16.477,17.223,17.726,18.719,20.563
1055,-0.0634,14.116,0.12044,9.771,10.693,11.273,11.593,12.106,12.466,13.017,14.116,15.314,16.001,16.484,17.23,17.734,18.728,20.573
1056,-0.0635,14.1216,0.12046,9.775,10.697,11.277,11.598,12.111,12.47,13.022,14.122,15.32,16.007,16.491,17.238,17.742,18.736,20.582
1057,-0.0637,14.1272,0.12048,9.778,10.701,11.281,11.602,12.115,12.475,13.027,14.127,15.326,16.014,16.498,17.245,17.749,18.745,20.592
1058,-0.0638,14.1328,0.1205,9.781,10.704,11.285,11.606,12.12,12.48,13.032,14.133,15.333,16.021,16.505,17.253,17.757,18.753,20.602
1059,-0.0639,14.1384,0.12051,9.785,10.708,11.289,11.611,12.124,12.485,13.037,14.138,15.339,16.027,16.512,17.26,17.765,18.761,20.611
1060,-0.0641,14.144,0.12053,9.788,10.712,11.294,11.615,12.129,12.489,13.042,14.144,15.345,16.034,16.519,17.267,17.772,18.77,20.62
1061,-0.0642,14.1495,0.12055,9.792,10.716,11.298,11.619,12.133,12.494,13.047,14.15,15.351,16.041,16.526,17.275,17.78,18.778,20.63
1062,-0.0644,14.1551,0.12057,9.795,10.72,11.302,11.623,12.138,12.499,13.052,14.155,15.358,16.047,16.533,17.282,17.788,18.786,20.64
1063,-0.0645,14.1607,0.12058,9.799,10.724,11.306,11.628,12.142,12.503,13.057,14.161,15.364,16.054,16.54,17.289,17.795,18.794,20.648
1064,-0.0646,14.1663,0.1206,9.802,10.728,11.31,11.632,12.147,12.508,13.062,14.166,15.37,16.061,16.547,17.297,17.803,18.803,20.658
1065,-0.0648,14.1719,0.12062,9.806,10.731,11.314,11.636,12.151,12.513,13.067,14.172,15.376,16.067,16.554,17.304,17.811,18.811,20.668
1066,-0.0649,14.1775,0.12064,9.809,10.735,11.318,11.64,12.156,12.517,13.072,14.178,15.383,16.074,16.561,17.312,17.819,18.82,20.677
1067,-0.065,14.183,0.12065,9.812,10.739,11.322,11.645,12.161,12.522,13.077,14.183,15.389,16.08,16.568,17.319,17.826,18.827,20.686
1068,-0.0652,14.1886,0.12067,9.816,10.743,11.327,11.649,12.165,12.527,13.082,14.189,15.395,16.087,16.575,17.326,17.834,18.836,20.696
1069,-0.0653,14.1942,0.12069,9.819,10.747,11.331,11.653,12.17,12.532,13.087,14.194,15.401,16.094,16.582,17.334,17.841,18.844,20.706
1070,-0.0654,14.1998,0.12071,9.823,10.751,11.335,11.658,12.174,12.536,13.092,14.2,15.408,16.101,16.589,17.341,17.849,18.853,20.715
1071,-0.0656,14.2053,0.12073,9.826,10.754,11.339,11.662,12.179,12.541,13.097,14.205,15.414,16.107,16.595,17.348,17.857,18.861,20.725
1072,-0.0657,14.2109,0.12074,9.83,10.758,11.343,11.666,12.183,12.546,13.102,14.211,15.42,16.114,16.602,17.356,17.864,18.869,20.734
1073,-0.0658,14.2165,0.12076,9.833,10.762,11.347,11.67,12.188,12.55,13.107,14.217,15.426,16.12,16.609,17.363,17.872,18.877,20.744
1074,-0.066,14.2221,0.12078,9.836,10.766,11.351,11.675,12.192,12.555,13.112,14.222,15.433,16.127,16.616,17.371,17.88,18.886,20.753
1075,-0.0661,14.2276,0.1208,9.84,10.77,11.355,11.679,12.197,12.56,13.117,14.228,15.439,16.134,16.623,17.378,17.888,18.894,20.763
1076,-0.0663,14.2332,0.12081,9.843,10.774,11.359,11.683,12.201,12.565,13.122,14.233,15.445,16.14,16.63,17.385,17.895,18.902,20.772
1077,-0.0664,14.2388,0.12083,9.847,10.778,11.364,11.688,12.206,12.569,13.127,14.239,15.451,16.147,16.637,17.393,17.903,18.911,20.782
1078,-0.0665,14.2443,0.12085,9.85,10.781,11.368,11.692,12.21,12.574,13.132,14.244,15.457,16.153,16.644,17.4,17.91,18.919,20.791
1079,-0.0667,14.2499,0.12087,9.853,10.785,11.372,11.696,12.215,12.579,13.137,14.25,15.464,16.16,16.651,17.407,17.918,18.927,20.801
1080,-0.0668,14.2554,0.12088,9.857,10.789,11.376,11.7,12.219,12.583,13.142,14.255,15.47,16.167,16.657,17.414,17.926,18.935,20.81
1081,-0.0669,14.261,0.1209,9.86,10.793,11.38,11.705,12.224,12.588,13.147,14.261,15.476,16.173,16.664,17.422,17.933,18.944,20.819
1082,-0.0671,14.2666,0.12092,9.864,10.797,11.384,11.709,12.228,12.593,13.152,14.267,15.482,16.18,16.671,17.429,17.941,18.952,20.829
1083,-0.0672,14.2721,0.12094,9.867,10.8,11.388,11.713,12.233,12.597,13.157,14.272,15.489,16.187,16.678,17.437,17.949,18.96,20.839
1084,-0.0673,14.2777,0.12095,9.871,10.804,11.392,11.717,12.237,12.602,13.162,14.278,15.495,16.193,16.685,17.444,17.956,18.968,20.848
1085,-0.0675,14.2832,0.12097,9.874,10.808,11.396,11.722,12.242,12.607,13.167,14.283,15.501,16.2,16.692,17.451,17.964,18.977,20.857
1086,-0.0676,14.2888,0.12099,9.877,10.812,11.4,11.726,12.246,12.611,13.172,14.289,15.507,16.206,16.699,17.459,17.972,18.985,20.867
1087,-0.0677,14.2944,0.12101,9.881,10.816,11.405,11.73,12.251,12.616,13.177,14.294,15.514,16.213,16.706,17.466,17.98,18.993,20.877
1088,-0.0679,14.2999,0.12102,9.884,10.82,11.409,11.734,12.255,12.621,13.182,14.3,15.52,16.22,16.713,17.473,17.987,19.001,20.886
1089,-0.068,14.3055,0.12104,9.888,10.824,11.413,11.739,12.26,12.626,13.187,14.306,15.526,16.226,16.72,17.481,17.995,19.01,20.895
1090,-0.0681,14.311,0.12106,9.891,10.827,11.417,11.743,12.264,12.63,13.192,14.311,15.532,16.233,16.727,17.488,18.002,19.018,20.905
1091,-0.0683,14.3166,0.12108,9.894,10.831,11.421,11.747,12.269,12.635,13.197,14.317,15.538,16.24,16.734,17.496,18.01,19.027,20.915
1092,-0.0684,14.3221,0.12109,9.898,10.835,11.425,11.751,12.273,12.64,13.202,14.322,15.544,16.246,16.74,17.503,18.017,19.034,20.923
1093,-0.0685,14.3277,0.12111,9.901,10.839,11.429,11.756,12.278,12.644,13.207,14.328,15.551,16.253,16.747,17.51,18.025,19.043,20.933
1094,-0.0687,14.3332,0.12113,9.905,10.843,11.433,11.76,12.282,12.649,13.212,14.333,15.557,16.259,16.754,17.517,18.033,19.051,20.943
1095,-0.0688,14.3387,0.12115,9.908,10.846,11.437,11.764,12.287,12.654,13.217,14.339,15.563,16.266,16.761,17.525,18.041,19.06,20.952
1096,-0.0689,14.3443,0.12116,9.911,10.85,11.441,11.768,12.291,12.658,13.222,14.344,15.569,16.272,16.768,17.532,18.048,19.068,20.961
1097,-0.0691,14.3498,0.12118,9.915,10.854,11.446,11.773,12.296,12.663,13.227,14.35,15.576,16.279,16.775,17.539,18.056,19.076,20.971
1098,-0.0692,14.3554,0.1212,9.918,10.858,11.45,11.777,12.3,12.668,13.232,14.355,15.582,16.286,16.782,17.547,18.064,19.084,20.981
1099,-0.0693,14.3609,0.12121,9.922,10.862,11.454,11.781,12.305,12.672,13.237,14.361,15.588,16.292,16.788,17.554,18.071,19.092,20.99
1100,-0.0695,14.3665,0.12123,9.925,10.866,11.458,11.785,12.309,12.677,13.242,14.367,15.594,16.299,16.795,17.561,18.079,19.101,20.999
1101,-0.0696,14.372,0.12125,9.928,10.869,11.462,11.79,12.314,12.682,13.246,14.372,15.6,16.305,16.802,17.569,18.086,19.109,21.009
1102,-0.0697,14.3775,0.12127,9.932,10.873,11.466,11.794,12.318,12.686,13.251,14.378,15.607,16.312,16.809,17.576,18.094,19.117,21.018
1103,-0.0699,14.3831,0.12128,9.935,10.877,11.47,11.798,12.323,12.691,13.256,14.383,15.613,16.319,16.816,17.583,18.101,19.125,21.028
1104,-0.07,14.3886,0.1213,9.939,10.881,11.474,11.802,12.327,12.696,13.261,14.389,15.619,16.325,16.823,17.591,18.109,19.134,21.037
1105,-0.0701,14.3942,0.12132,9.942,10.885,11.478,11.807,12.332,12.7,13.266,14.394,15.625,16.332,16.83,17.598,18.117,19.142,21.047
1106,-0.0703,14.3997,0.12134,9.945,10.888,11.482,11.811,12.336,12.705,13.271,14.4,15.631,16.339,16.837,17.605,18.125,19.15,21.056
1107,-0.0704,14.4052,0.12135,9.949,10.892,11.486,11.815,12.341,12.71,13.276,14.405,15.638,16.345,16.843,17.612,18.132,19.158,21.065
1108,-0.0705,14.4108,0.12137,9.952,10.896,11.491,11.819,12.345,12.714,13.281,14.411,15.644,16.352,16.85,17.62,18.14,19.167,21.075
1109,-0.0707,14.4163,0.12139,9.955,10.9,11.495,11.823,12.35,12.719,13.286,14.416,15.65,16.358,16.857,17.627,18.147,19.175,21.085
1110,-0.0708,14.4218,0.12141,9.959,10.904,11.499,11.828,12.354,12.724,13.291,14.422,15.656,16.365,16.864,17.635,18.155,19.183,21.094
1111,-0.0709,14.4274,0.12142,9.962,10.908,11.503,11.832,12.359,12.728,13.296,14.427,15.662,16.371,16.871,17.642,18.163,19.191,21.103
1112,-0.0711,14.4329,0.12144,9.966,10.911,11.507,11.836,12.363,12.733,13.301,14.433,15.669,16.378,16.878,17.649,18.17,19.2,21.113
1113,-0.0712,14.4384,0.12146,9.969,10.915,11.511,11.84,12.368,12.738,13.306,14.438,15.675,16.385,16.885,17.657,18.178,19.208,21.122
1114,-0.0713,14.4439,0.12147,9.973,10.919,11.515,11.845,12.372,12.742,13.311,14.444,15.681,16.391,16.892,17.664,18.185,19.216,21.131
1115,-0.0715,14.4495,0.12149,9.976,10.923,11.519,11.849,12.377,12.747,13.316,14.45,15.687,16.398,16.899,17.671,18.193,19.224,21.141
1116,-0.0716,14.455,0.12151,9.979,10.926,11.523,11.853,12.381,12.752,13.321,14.455,15.693,16.404,16.905,17.679,18.201,19.233,21.151
1117,-0.0717,14.4605,0.12153,9.982,10.93,11.527,11.857,12.386,12.756,13.326,14.461,15.7,16.411,16.912,17.686,18.208,19.241,21.16
1118,-0.0718,14.4661,0.12154,9.986,10.934,11.531,11.862,12.39,12.761,13.331,14.466,15.706,16.418,16.919,17.693,18.216,19.249,21.169
